Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
1/18/2007,0.001484885,0.00082154,1.71E-06,0.002308133,-0.000923687,0.000227466,0.002608451,-2.94E-05,-0.000991377,-0.000546632,-0.004400255,-0.003454499,0.00738413,0.006630997,0.00888337,0.004936906,0.005028158,0.000661021,0.004558147,0.007111063,-0.003965423,-0.004066255,0.021547372,0.011093607,0.009427675,0.000867343,0.002017096,0.005864493,0.002323949,0.00197131,0.005049973,-0.00108023,0.010189613,0.001930082,0.012273556,0.00566761,-0.000600171,0.001083948,-0.00239193,-0.008502166,-0.000815059,0.000730208,0.001622879,0.004123716,-0.005693415,-0.002301045,-0.006521184,-0.007524376,-0.010802574,-0.007197063,-0.012606548,-0.021620971,0.009010705,0.009460638,-0.001187226,-0.001501675,-0.002875713,-0.002436147,0.000428617,-0.00110512,0.002587131,0.004058686,0.004975978,0.005544747,0.001201361,0.003978722,-0.001772936,0.006461902,0.004026766,0.004362254,0.001338688,0.005197426,0.000553126,-0.000346725,-0.004773868,0.008378297,0.006443046,0.005686202,0.011198856,0.009444175,-0.005478484
1/19/2007,0.001042914,7.37E-05,-0.000321156,0.000795502,-0.000257092,-9.41E-05,-0.000791967,2.27E-05,-0.000142514,-0.001178322,0.002431739,0.002266783,0.001623658,0.003728024,0.001908466,0.006075666,-0.005309087,-0.002886172,-0.001637252,-0.00634276,-0.000243652,-0.003759134,-0.002333783,-0.007372667,-0.00163009,-0.003567148,0.001000253,-0.003783321,0.001376396,0.004795406,-0.004318587,0.000300031,-0.00617559,-0.00285274,-0.001626835,0.001776587,-0.002539809,-0.000890442,-0.002615487,-0.010462299,-0.003519679,-0.003716458,0.005794939,0.001443994,-0.000482331,-0.005119172,-0.002157116,0.00364133,-0.013230792,-0.005570258,-0.002988651,-0.002498413,-0.00096698,0.000149324,0.001981325,0.000285749,-0.000192528,-6.10E-05,0.001622632,0.016704791,0.011265232,-0.001695264,0.003990499,0.003551445,0.008914036,0.003538278,0.001432878,0.003150223,0.003790169,-0.001818096,-0.00310029,0.00146132,-0.003648395,0.000624577,-0.004064672,-0.000957922,-0.000294156,-0.003364983,-0.004109408,-0.001020995,0.004538401
1/22/2007,-9.80E-06,0.001267534,4.08E-05,0.00129855,0.0007811,-2.51E-05,-0.000599175,0.000561929,0.000260677,-0.000417542,-0.002909075,-0.002032717,0.0024391,0.010352877,0.001859457,0.002999619,-0.008265688,0.001273372,0.007616669,0.00051531,-0.003270733,-0.002462359,-0.00288828,-0.000951839,0.00175657,0.003168002,0.008428193,0.006239993,0.00052209,0.000521022,-0.000611939,-0.00234743,0.001541624,0.000799781,-4.41E-05,0.003067083,-0.001783002,-4.03E-05,0.001028909,0.004215442,0.002788873,-0.00124167,-0.003959958,0.002392393,-0.000713687,0.000531289,-0.002086139,-0.00289052,-0.000739853,-0.002511428,-0.00365411,-0.002011506,-0.002585351,0.006339862,0.002652258,0.002722875,0.001874452,0.005166107,0.00341712,0.007515327,0.005827391,-0.002824979,0.000490139,-0.006701025,0.001836166,-0.002063279,-0.006887644,0.000560275,0.001683008,0.001667717,-0.002811344,-0.006396849,-0.001058602,-0.000686128,0.003391174,-0.003800798,-0.008183541,0.005399788,0.000751175,0.001569708,-0.005758041
1/23/2007,0.001406967,2.45E-05,0.000511786,0.001943262,0.000122147,-0.000226455,-0.001419529,9.66E-05,0.001276739,-0.00054902,0.003609187,0.00112254,-0.003437678,-0.006187712,0.000626769,5.78E-06,-0.007989951,-0.002959576,-0.005312561,-0.00163567,-0.007079971,-0.006960844,-0.010337015,-0.005765297,-0.00361209,-0.000442869,-0.002712046,-0.002278688,-0.000703852,-0.005682373,-0.004532411,-0.001599917,-0.001550722,-0.011680238,-0.001683495,-0.005398831,-0.00265818,-0.001903753,-0.002700543,-0.004389833,-0.008957498,-0.001644009,-0.002802538,-0.003552821,-0.00705864,-0.001624506,-0.002415604,-0.010426161,-0.003232315,0.000189587,-0.004202571,-0.009271162,0.000184493,0.001646523,-0.00080562,0.005097716,-0.000592268,0.003322539,-0.000391351,0.015759056,0.012979424,0.001653773,0.009308624,-0.000254867,0.018804703,0.002638404,0.014897073,-0.002970543,0.00956948,0.002007091,0.006233325,0.008783494,0.004079912,0.001437461,0.004470219,-0.009376383,-0.037382118,0.000659984,4.37E-05,-0.008361557,0.005558876
1/24/2007,0.000969125,0.000536915,0.00039964,0.00190568,7.98E-05,-0.000188179,0.000627173,-0.000402855,0.000797182,-7.26E-05,0.003376877,0.00028269,0.00124645,0.00216707,-0.000242207,0.002069839,0.002451066,0.001202266,-0.004461392,-0.004540337,-0.001882086,0.00355316,0.001656452,-0.000133494,-6.26E-05,-0.000779481,-0.004923279,-0.005623267,-0.004639516,-0.004758172,-0.000269921,-0.004102031,0.006090872,-0.000552254,0.001476693,0.001462706,-0.000414029,0.000607435,-0.001261941,0.011359671,0.005442474,-0.002415265,0.002979644,0.003918319,0.014849511,0.000557701,0.004066007,0.005080695,0.004682989,0.002141507,0.009528919,0.008357238,0.002010051,0.003070887,-0.000458948,-0.001721863,0.002927992,-0.004986375,-0.003100681,-0.009109637,-0.006326798,-0.000620604,0.000545598,-0.006315048,0.002226254,-0.002382572,-0.005641861,-0.003969686,-0.006444788,-0.003238315,-0.001828199,-0.007469517,-0.003263351,-0.003289644,-0.001744524,-0.001971352,-0.009304368,-0.00585863,-0.012130826,-0.006187263,0.007937817
1/25/2007,-0.001556651,0.000319118,0.00049248,-0.000745054,0.000573046,-0.000104641,-0.003032681,0.000398924,-0.00132983,-0.00058081,-0.006003586,-0.0026496,0.003258563,0.005428455,-0.006189946,0.003989284,-0.005085676,-0.00618176,0.004262792,-0.004245697,-0.004584201,-0.004849396,-0.006662906,-0.005340447,-0.00253078,-0.000608795,0.003164582,0.004376948,0.000788343,0.007177291,0.002330584,0.003345634,0.005336773,0.000425812,0.001382718,-0.001706434,-0.003931708,-0.003392476,-0.002133088,-0.004281908,-0.006757931,-0.001246401,0.010981272,0.005871942,0.006750739,0.001101684,-0.000443944,0.002801113,0.002764221,0.002532445,0.002429581,0.008011404,0.001784439,0.002897343,0.000377062,-0.004017657,-0.000161558,-0.003709985,0.001992898,-0.006436615,-0.003791943,-0.001162257,0.004462929,0.007267693,0.016611228,0.000183608,-0.001975615,0.004533366,0.009320981,0.003526985,0.000618012,-0.000541731,0.004186594,-0.000179338,-0.000142216,0.000145399,0.003822171,0.011943106,0.003123557,0.005188481,-0.011090515
1/26/2007,-0.000216135,0.000138428,-0.000103302,-0.000181009,-0.000237807,0.000221932,-0.004224627,-0.000328583,9.31E-05,-4.01E-05,0.001643402,0.00036626,-0.004438321,-0.002056207,-0.00844593,0.000347336,0.002238126,-0.003671525,-0.0029267,-0.002243343,-0.00484695,-0.005972619,-0.002371749,-0.00578013,-0.001990103,-0.00056684,-0.00371893,-0.002319035,0.001383492,-0.002257556,1.60E-05,-0.002412744,-0.004166241,-0.007255319,-0.00335749,-0.005089048,0.001999022,0.001189159,0.003631175,-0.001063471,-0.003094998,0.000452682,0.000447792,0.000262296,-0.002098992,-5.93E-05,0.000667327,0.003454066,-0.0083845,-0.000692098,-0.001063905,0.004791889,0.006430804,-0.000324413,0.002479327,-0.001270914,0.000723743,0.000678392,-0.001546154,-0.002622786,0.003567402,-0.001544895,-0.001697473,-0.000849929,0.00070346,-0.002165514,-0.006201339,-0.00438186,-0.005321148,-0.001383837,-0.001845357,0.000128793,-0.002287393,-0.000231969,-0.002159009,-0.010282498,-0.013019083,-0.013173855,-0.011808249,-0.009012197,0.000279948
1/29/2007,0.001001385,0.000186473,0.000468644,0.001656502,0.000679951,-8.75E-05,-0.00497431,-0.000598925,0.001266154,0.001449691,0.000192426,-0.000730504,0.00307236,-0.002298964,-0.000349727,-0.001834955,0.004700146,-0.004296458,0.011286549,-0.000464571,-0.005173904,0.000636268,0.004922886,0.000585481,0.002434993,-0.001981961,0.004696322,0.003642697,0.00100324,-0.001771483,0.000689463,0.000354335,-0.000410091,0.001484305,-0.00123414,-0.000719353,6.69E-05,-0.002427801,-0.008765277,-0.00076411,-0.01100986,-0.00023581,-0.000591965,0.003331554,0.00248199,0.001005638,0.000620555,-0.004178748,0.005624841,-0.008215643,-0.001668177,-0.00779377,-0.005268026,-0.002600774,-0.000773649,-0.006800372,-0.003475292,0.001769645,-0.001334003,-0.005678089,-0.004562737,0.000476966,-0.0003519,0.004110458,-0.009201214,0.002082184,-0.000858114,-0.00626132,-0.00168934,0.001481464,-6.32E-05,-0.001895437,-0.001883976,0.001293144,0.000761403,0.005987638,0.015021089,0.004312696,0.001858407,0.003505443,0.000874874
1/30/2007,0.001085235,-0.000911553,-0.000304141,-0.000130459,-0.000222228,-0.000281863,0.000782769,-0.000238198,-0.000180375,-0.000356149,0.001809058,0.001077858,-0.008241714,-0.014838806,-0.007888769,-0.001961476,-0.004267683,-0.002266454,-0.002637468,-0.001165599,0.002266609,-0.005461473,-0.010176944,-0.007313721,0.000450197,-0.001698335,-0.001118831,-0.005956721,-0.003830109,-0.005849014,0.000133258,0.001947176,-0.000726202,0.000234718,-0.00108583,-0.004535095,-0.000135335,-0.001069945,-0.002109477,0.002741722,-0.001336322,-0.000167835,0.002279244,-0.004978449,-0.001459345,-0.000797392,-0.000753239,-0.004054838,0.001581925,-0.005961776,-0.000469196,-0.007823261,0.004511354,0.000490557,0.000324795,0.004220807,-0.000739722,-0.002543372,0.000753106,0.019111051,0.012106868,-0.007839282,-0.000932449,-0.004597782,0.008751321,-0.003341276,0.000646524,-0.003493509,-0.004953648,-0.001462176,-0.00176303,0.002890279,-0.004634507,0.000255619,-0.002688623,-0.012124177,-0.020773337,-0.006374186,-0.000611397,-0.004382595,0.00550222
1/31/2007,0.000574936,0.000379998,0.000417347,0.001372281,0.000249339,-5.83E-05,0.005813299,-6.61E-05,-0.00027456,-4.69E-05,0.001211452,9.41E-05,-0.001072196,-0.004909903,0.01722583,0.001840003,0.007513648,0.004702356,0.000617963,-0.000189719,0.008538046,0.004476843,0.011823994,0.007557376,-0.000171895,-0.003395701,-0.000581964,-0.001445062,0.005472127,0.003644324,0.000414263,0.000803917,0.010616013,-0.004691912,-0.002821116,0.002898959,-0.000383024,0.002237373,0.000744661,0.000840284,0.003947331,-0.00498293,0.001015667,0.00263777,-0.000780403,0.001335274,-0.001714146,-0.005139111,-0.005315278,0.001580105,-0.003406555,-0.006042294,0.001565849,-0.003391247,-0.001683743,-0.002000462,-0.001788595,0.002718772,-0.003004678,0.000928184,-0.000256139,0.006126962,0.006995141,0.000881019,0.002994096,0.004407768,0.005466165,0.009134851,-0.00025735,-0.002471933,0.003419022,0.008757215,0.007888249,0.002139239,0.008008715,0.014380917,-0.003140679,-0.000332333,0.009944303,0.006973004,0.006257204
2/1/2007,-0.000527863,-0.00101469,0.000391677,-0.001150876,-0.000251801,0.000494724,-0.000469595,0.00098964,0.000341334,-0.000260055,0.001331186,0.000195491,0.003640653,0.002863197,-0.000373957,0.002451476,-0.000496545,0.000664654,-0.001839144,-0.008179731,-0.001225255,-0.002818708,0.006180244,0.003748413,-0.00077018,-0.00183372,0.000282258,-0.000224905,-0.002981189,-0.001960948,-0.003687751,0.000614972,0.003676923,-0.002394292,0.001117747,0.002054465,-0.00384257,0.000943191,0.001670714,-0.005063933,0.000563191,0.003538663,-0.00184584,-0.00188677,-0.00881446,-0.000705083,-0.001441475,-0.007730827,-0.013748363,-0.002123915,-0.006314047,0.001854187,-0.006075506,-0.004426933,0.003315901,-5.97E-05,0.003153436,-0.00110608,-0.00224119,-0.007285719,-0.001433653,0.002476181,-0.000158761,0.004309067,0.001710974,0.001533458,0.004263583,0.006502845,0.009215032,0.003109149,0.004001509,0.00648289,0.009638099,-0.002473127,0.004166842,0.010253906,0.006806836,0.006939871,0.00483695,0.007773514,0.007007159
2/2/2007,0.001240541,0.00108117,-0.000413101,0.00190861,0.000155014,7.61E-05,7.90E-05,0.000965672,-8.67E-05,0.000391268,-8.18E-05,5.43E-05,0.002526998,0.000362469,0.010182554,0.000797528,-0.002358239,-0.000856277,-0.001114542,0.002008689,-0.003220388,-0.001564231,-0.001984485,-0.002069523,0.000255067,-0.002250671,-0.002811977,-0.004989988,-0.001210849,0.001418555,-0.000154455,-0.001429706,-0.011641777,-0.002892949,-0.005791363,-0.000927856,0.001678337,0.00503937,-0.002938674,0.002358801,0.000524418,0.000102202,-0.000272781,0.001329416,0.003168037,0.003892923,0.002084976,-0.000937426,-0.004175998,-0.002978436,-0.002618164,0.004515376,-0.001172755,-0.002379146,-0.000704685,-0.003682592,-0.000527204,-0.004100769,0.000674966,0.003341454,-0.00136963,-0.003626487,-0.004642331,0.002320904,-0.010466409,0.004546748,-0.003498336,0.003292509,0.001117542,-0.002628364,-0.000644088,0.001615426,0.004936454,0.001099685,0.006100695,0.0030028,-0.000240169,-1.33E-05,-0.000447305,-0.000418504,0.002260689
2/5/2007,-0.000931949,4.08E-05,0.000704712,-0.000186457,-0.000122686,8.10E-05,0.001149617,0.00049833,0.001289389,-0.000323785,-0.001275203,-0.000905092,0.012181033,0.00768605,-0.006847207,-0.001621689,-0.000787186,0.001198112,-0.001295192,-0.000658836,-0.001767695,0.001688415,0.000225918,-0.005029085,0.002095883,-0.005669012,-0.005886333,-0.004200369,-0.000894216,0.00609086,0.00012506,0.006227417,-0.002070498,-0.004223696,-0.001459025,-0.001046835,-0.000878803,-0.006925156,0.000163721,-0.004621793,0.002085701,0.002049512,0.000545995,0.001714146,-0.001341205,-0.001660708,-0.002937501,0.007215187,0.003915833,0.004156696,0.004753266,0.004563334,-0.001108503,0.002735216,0.010682641,0.001716645,0.006703069,-0.000717136,0.010953307,0.003669477,0.001502097,-0.005610131,-0.000719099,-0.003917942,-0.001451672,-0.001021023,0.004783281,-0.002803984,-0.005354088,0.003236488,0.00019433,-0.002511274,-0.003319524,0.000272131,-0.001843174,-0.004729222,0.001243572,0.005051664,-0.003171772,0.000343028,-0.001199607
2/6/2007,-0.00054821,-0.000534766,-0.000181081,-0.001264058,-0.00024092,-9.77E-05,-0.002378383,-3.25E-06,0.000730143,8.26E-05,-0.000327798,-0.000614235,-0.000690047,0.006919667,0.001546323,-0.000864763,0.005021011,-0.003672553,0.000824576,-0.002954716,-0.005951242,0.002687044,0.005485123,0.00377743,-0.002070538,-0.007029734,-0.000791771,-0.000694032,-0.00207931,-0.004376197,-0.006529156,-0.000922847,-0.010049213,-0.00429556,-0.003278074,-0.004407653,0.00046311,0.001852739,0.000462751,-0.004203892,0.001507698,0.002672755,0.006446117,0.004829112,-0.001629331,-0.00428986,-0.004398816,0.000331951,-0.010398316,0.000324651,-0.001449438,-0.004820665,-0.003218366,-0.004580821,0.001033813,0.002051814,0.003286389,-0.00038527,0.001208492,-0.00079444,-0.005531206,0.004355994,0.004044857,-0.002608569,0.007743247,0.005631557,0.004000934,-0.004154996,0.001754589,-0.006000317,-0.000236619,0.001571001,0.001017901,0.000172648,-0.001480852,-0.000709508,0.001942103,-0.003116141,-0.002740971,-0.000734634,0.002318535
2/7/2007,-0.000342231,0.000404033,-0.000602355,-0.000540553,0.000473871,-0.000319425,-0.001001375,-0.000238065,0.000604059,0.001027078,0.000849678,-0.000754948,-0.00718661,-0.004365427,-0.0081699,-5.50E-06,-0.000353214,-0.000345162,-0.004791682,0.000878077,0.003702567,0.009527075,-0.002200179,-0.003261753,-0.001273958,-0.005195214,-0.003288378,-0.006380897,-0.007783006,-0.009783689,-0.001694277,0.000571471,-0.002490411,0.000350981,-0.004836868,0.002266664,0.001219203,-0.001535436,0.002261577,0.003014692,-0.001071263,-0.000667505,0.010494703,-0.001332859,0.006121402,0.003900713,0.002176506,0.009286086,0.001053168,0.006032475,0.005998562,0.008116301,-0.002450546,-0.000182132,-0.00216813,-0.000481281,-0.001905777,-0.001568407,-3.38E-05,-0.010464685,-0.006158091,-0.001850417,-0.003831504,-0.006709406,-0.00974136,-0.001856149,-0.002172234,-0.003667969,-0.005014352,0.00013,-0.002620123,0.000119123,-0.000344159,-0.001681844,-0.002937412,-0.003426616,-0.009955412,-0.005839958,-0.002503505,-0.00342115,0.003518192
